Date,Open,High,Low,Close,Volume
3/6/2021,78.93784905,80.5799106,78.78946813,80.21390533,12038700
29/9/2021,90.49783157,91.42117781,90.34890329,90.59711456,12007300
30/3/2021,69.76292498,69.97961181,68.89617765,69.48714447,12000200
4/1/2022,87.57466896,89.2484513,87.40529998,88.51118469,11959000
17/3/2021,65.79364556,65.84288779,65.16328791,65.22238159,11892400
1/3/2021,63.97151219,65.72470245,63.79422363,65.17313385,11758900
21/1/2022,83.36000061,83.38999939,82.02999878,82.22000122,11609000
12/3/2021,65.9512248,66.84751896,65.44890602,66.14821625,11606300
27/9/2021,89.13763153,90.65668331,88.51214184,90.38861847,11533000
13/5/2021,76.69237376,77.59254585,76.04939478,77.295784,11399300
24/3/2021,66.0989693,66.39445272,65.73454075,65.82318878,11391100
24/2/2022,70.94000244,74.94000244,70.23000336,74.80999756,11240500
5/1/2022,88.16248488,88.27207836,85.90088979,86.13999939,11236700
21/9/2021,86.11938328,87.03280654,85.50382415,86.2980957,11124400
11/6/2021,81.09430535,82.34068709,80.95581094,82.00436401,11066500
7/9/2021,89.39577559,90.02126529,87.90650791,88.08522034,11046000
9/9/2021,88.95891368,90.1801164,88.77027827,88.8993454,11034700
10/1/2022,87.37999725,89.37999725,86.94999695,89.27999878,11025500
24/11/2021,91.88864825,93.35320121,91.80894252,93.23365021,10908500
4/10/2021,88.83978028,89.78298006,88.3234966,88.62135315,10853900
20/1/2022,83.91999817,85,82.51999664,82.72000122,10836900
3/12/2021,90.01559751,90.45397142,87.39533433,87.91340637,10808600
