Date,Open,High,Low,Close,Volume
2/7/2021,157.3070265,159.0569759,156.7402725,158.8282928,6396700
27/1/2022,144.6599087,147.0145363,143.2531152,144.3106995,6396400
12/1/2022,151.7836599,153.1106338,150.3968251,151.8634796,6351200
8/10/2021,151.6009719,152.2483224,150.0572722,151.8599091,6333700
21/6/2021,128.5023681,130.0136818,127.9654417,129.3375702,6288500
15/4/2021,131.9746174,133.0363753,131.6570772,132.6394501,6284800
13/5/2021,132.6692128,133.9889607,131.46855,132.5799103,6284300
5/5/2021,131.6769169,133.1852024,131.0617018,131.1907043,6234200
19/10/2021,159.0306288,159.2796122,156.1623511,157.1782074,6198200
19/11/2021,171.4499143,176.4793806,169.8365072,174.1688232,6145600
28/1/2022,143.7918865,145.6975418,140.2898829,145.5778198,6130200
4/5/2021,131.2105473,131.5677724,129.4740392,130.5357971,6129500
21/10/2021,157.8056349,161.679815,157.6363281,161.520462,6121700
8/7/2021,157.2672448,159.9021291,156.4519328,159.7132111,6081600
4/1/2022,165.5023513,166.7993794,164.6243499,166.0111847,6064200
9/4/2021,132.9073631,134.4553335,132.4707529,134.4057159,6056800
22/6/2021,130.0833003,131.9326851,129.3872985,131.723877,6043800
14/1/2022,148.0521647,148.5011372,146.5156775,147.8426361,6030500
30/3/2021,131.3296227,132.321913,130.2083299,131.9249878,6026600
14/10/2021,157.5367253,157.8156006,155.6145813,156.5009613,6024500
9/3/2021,134.4652605,136.936069,134.4057256,134.9018707,5977800
13/12/2021,168.4256755,169.0043569,164.8837546,166.4601593,5972300
